name,role,state,county,party,ageRange,gender,race,appointed,headshot,websites__url,websites__wiki,office__address__street,office__address__city,office__address__zipcode,office__address__phone,articles__title,articles__url,articles__featuredImage,relevantCases,openData,previous
Jackie Lacey,District Attorney,California,Los Angeles,Democrat,60-70,Female,Black,12/3/2012,https://upload.wikimedia.org/wikipedia/commons/6/63/L.A._County_District_Attorney%2C_Jackie_Lacey.jpg,https://da.lacounty.gov/,https://en.wikipedia.org/wiki/Jackie_Lacey,211 West Temple Street,Los Angeles,90012,(213) 974-3512,"Jackie Lacey grew up in South L.A. But in a tough D.A.’s race, her opponents are encroaching on her home turf",https://www.latimes.com/california/story/2020-03-01/jackie-lacey-grew-up-in-south-l-a-but-in-a-tough-d-a-s-race-her-opponents-are-encroaching-on-her-home-turf,https://ca-times.brightspotcdn.com/dims4/default/7a35cdf/2147483647/strip/true/crop/2047x1151+0+0/resize/840x472!/quality/90/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2F0a%2F92%2Fcea350235d284bf9c12c6b887486%2Fla-1520961864-n243oqrvtq-snap-image,,https://da.lacounty.gov/about/policies/public-data/BOI,"Steve Cooley: 2000-2012, Gil Garcetti: 1992-2000"
